Id	Pages
2635	[2, 207, 305, 51, 410, 733]
2636	[378, 6, 17, 1169]
2637	[96, 1068, 1074, 12]
2638	[51, 1080, 1284, 1353, 427]
2639	[609, 651, 557, 253]
2640	[1068, 197, 97, 138]
2641	[706, 1098, 736, 1356, 462]
2642	[57, 1068, 383, 86, 147, 1073, 1067, 1202, 1224, 1230, 1131, 94]
2643	[30, 203, 381, 33]
2644	[17, 138, 216, 97, 1356]
2645	[255, 144, 420, 305]
2646	[97, 18, 17, 326]
2647	[97, 138, 17, 1233]
2648	[369, 1227, 1228, 350]
2649	[216, 85, 48, 86]
2650	[164, 1068, 1074, 86, 422, 18]
2651	[285, 348, 236, 855, 144]
2652	[459, 326, 263, 147]
2653	[1098, 1168, 1124, 736]
2654	[1080, 29, 249, 298, 100]
2655	[533, 763, 1006, 1067, 736]
2656	[24, 166, 130, 131, 68, 117, 1281]
2657	[97, 4, 96, 17, 18, 325]
2658	[676, 1014, 1068, 389, 38, 427]
2659	[138, 17, 18, 6]
2660	[54, 557, 13, 463, 719, 374]
2661	[253, 1077, 1069, 1080]
2662	[215, 393, 394, 659, 392]
2663	[57, 868, 292, 396, 1170, 144, 61, 540, 106, 541, 1356, 1491, 1522, 8, 28, 68]
2664	[54, 223, 383, 57, 86, 1068, 853]
2665	[85, 1014, 1077, 368, 463]
2666	[730, 1356, 1282, 1456, 1489]
2667	[1080, 1202, 1, 1451]
2668	[910, 1114, 157, 147]
2669	[76, 74, 75, 120]
2670	[538, 31, 1068, 213]
2671	[170, 171, 635, 804]
2672	[509, 1068, 1074, 1073]
2673	[147, 325, 97, 17, 1176, 18]
2674	[223, 54, 768, 221, 47]
2675	[17, 279, 242, 732, 454]
2676	[255, 180, 144, 24, 625]
2677	[249, 576, 546, 123, 66, 858]
2678	[7, 74, 75, 120, 11, 44, 76]
2679	[17, 96, 299, 605]
2680	[7, 75, 120, 11, 44, 76, 121]
2681	[54, 159, 47, 164, 387]
2682	[57, 34, 7, 74, 75]
2683	[17, 86, 114, 8, 47, 179, 350, 1018, 557, 93]
2684	[99, 6, 17, 18]
2685	[387, 165, 310, 719, 41]
2686	[1098, 1073, 1131, 1230, 1067, 1292, 1354, 1240, 1, 1456, 1419]
2687	[271, 332, 858, 244]
2688	[118, 333, 564, 57, 858, 1456, 1458, 195, 976, 245, 1453, 249, 414, 1490, 152, 52]
2689	[6, 735, 421, 568, 1115]
2690	[199, 7, 74, 75, 76, 637, 1006, 1240, 1351, 13]
2691	[180, 24, 93, 855]
2692	[113, 115, 812, 768]
2693	[99, 1006, 1005, 853, 47, 43, 1188, 1229, 1124, 1128, 736]
2694	[2, 152, 373, 57, 52]
2695	[98, 166, 130, 131, 167]
2696	[1116, 17, 422, 1177, 1170]
2697	[517, 669, 106, 305, 733]
2698	[967, 824, 405, 308]
2699	[97, 6, 138, 17, 18]
2700	[86, 279, 435, 520, 1272, 1178, 1226, 1124, 1273, 60, 736, 83, 178, 1418, 144]
2701	[325, 4, 6, 138]
2702	[252, 253, 55, 101, 232, 17, 87]
2703	[54, 57, 1007, 1006, 1067, 312, 736]
2704	[99, 6, 96, 4, 735, 108, 112]
2705	[1006, 69, 99, 1351]
2706	[180, 144, 191, 192]
2707	[6, 406, 12, 317, 249, 297]
2708	[7, 44, 76, 181]
2709	[358, 1348, 1366, 1418, 1356, 1474]
2710	[1080, 1224, 1229, 1202, 1349, 1456, 144]
2711	[138, 17, 88, 1074]
2712	[1067, 206, 1080, 395, 193, 1487]
2713	[56, 159, 47, 1042, 387, 54, 1555, 164]
2714	[420, 7, 74, 122, 1369]
2715	[114, 1014, 768, 197, 736, 1169, 1170, 1233]
2716	[77, 263, 147, 1192, 227, 62, 54]
2717	[138, 736, 1124, 57]
2718	[325, 4, 138, 17, 88, 18, 96]
2719	[54, 85, 86, 100]
2720	[553, 211, 858, 195]
2721	[99, 6, 4, 17, 88, 1007]
2722	[612, 1118, 1068, 1069, 40, 737, 1119, 1120]
2723	[539, 730, 94, 326]
2724	[524, 121, 226, 7]
2725	[145, 918, 97, 17, 87, 18]
2726	[553, 646, 407, 357, 358, 1157, 371, 70]
2727	[17, 138, 325, 102, 18]
2728	[326, 1006, 1067, 312]
2729	[54, 223, 164, 768, 1124, 1292, 1489]
2730	[1068, 768, 1124, 304, 1292, 387]
2731	[4, 32, 650, 96, 1178, 18, 1031, 1450, 1124]
2732	[1068, 86, 1356, 1464]
2733	[1073, 298, 792, 797, 931, 1158, 681, 710, 761, 1243, 142, 798]
2734	[65, 67, 158, 1450, 1455, 280, 142]
2735	[1067, 1121, 852, 1077, 7, 74, 76]
2736	[54, 175, 176, 57, 253, 949, 1014, 1068, 868, 263, 272, 115, 147, 40, 736, 14, 488, 422, 827, 1074, 86]
2737	[113, 82, 526, 115]
2738	[705, 709, 690, 710, 833, 761, 762, 767, 730]
2739	[42, 258, 181, 859]
2740	[98, 130, 166, 167]
2741	[145, 624, 627, 265]
2742	[1080, 1098, 61, 99, 1358, 1341]
2743	[1, 69, 260, 137, 438, 1260, 1520]
2744	[17, 736, 1098, 1124, 1128, 1456]
2745	[322, 1176, 1170, 263, 1, 1202]
2746	[189, 7, 74, 11, 76, 121, 122]
2747	[54, 1080, 69, 152, 57, 52, 1230]
2748	[736, 56, 1177, 197]
2749	[42, 74, 75, 57, 47, 43, 385, 1077, 858, 1123, 410, 1018, 1347, 1369, 245, 733]
2750	[54, 164, 1006, 1014, 1068, 868]
2751	[17, 1098, 1202, 1]
2752	[175, 1156, 210, 730]
2753	[1080, 1174, 57, 50, 618, 51, 1488, 1519]
2754	[7, 74, 75, 34]
2755	[866, 1006, 249, 206]
2756	[17, 474, 6, 1175]
2757	[17, 1021, 4, 14, 456, 295]
2758	[17, 88, 18, 1074, 97]
2759	[54, 529, 1073, 853, 61, 736, 490]
2760	[101, 17, 422, 853]
2761	[279, 57, 52, 9, 216, 1202, 1, 4, 17, 1356, 1549, 1240, 1491, 1550, 1571, 1577, 1574]
2762	[242, 310, 387, 768, 304, 179]
2763	[360, 73, 7, 74, 75, 34, 120, 11, 44, 76, 121, 122, 69, 680, 434, 267, 84, 800, 826, 901, 243]
2764	[138, 622, 6, 1177]
2765	[7, 181, 1005, 424]
2766	[98, 166, 131, 130]
2767	[1080, 1124, 1224, 1453]
2768	[332, 69, 172, 23]
2769	[175, 1356, 949, 680]
2770	[215, 398, 262, 147]
2771	[1080, 51, 271, 1077, 858, 195]
2772	[32, 544, 31, 213, 203, 381, 33, 539]
2773	[17, 1098, 507, 1176, 1169, 1177, 1170, 1175, 1202]
2774	[6, 17, 88, 18]
2775	[1098, 41, 1067, 1131]
2776	[55, 6, 1233, 1276, 8, 68, 1428, 1452, 1453, 1416]
2777	[216, 143, 522, 207, 221, 329, 1229, 298, 100, 94, 1180, 197, 1428, 1456, 1499, 67, 70, 289]
2778	[4, 6, 17, 88, 18]
2779	[372, 356, 240, 141, 239, 863]
2780	[5, 1077, 858, 298, 100]
2781	[396, 855, 867, 19, 144, 1, 273, 675]
2782	[83, 82, 115, 174]
2783	[145, 624, 627, 265]
2784	[113, 83, 115, 1167, 1188, 147]
2785	[1067, 1080, 69, 206, 1240]
2786	[142, 840, 280, 358, 216, 118, 987, 125]
2787	[180, 144, 191, 1523]
2788	[17, 224, 1005, 1067, 3, 1, 1124, 736, 88, 1237]
2789	[1055, 1057, 164, 294]
2790	[374, 1077, 858, 669]
2791	[1074, 115, 4, 1169, 1170]
2792	[69, 1169, 1489, 1488]
2793	[489, 1061, 778, 1090, 846]
2794	[242, 984, 768, 1073, 47]
2795	[74, 120, 477, 215]
2796	[217, 868, 565, 260, 712]
2797	[17, 422, 387, 18, 1124]
2798	[614, 266, 255, 172, 144]
2799	[1069, 1080, 1131, 1234, 387, 1402, 1571]
2800	[240, 69, 1356, 1455, 1491]
2801	[620, 1006, 1005, 1074, 61]
2802	[17, 1169, 6, 138]
2803	[263, 147, 1169, 198]
2804	[1098, 1067, 1282, 1420, 1520, 1570]
2805	[138, 102, 4, 17]
2806	[54, 863, 47, 736]
2807	[1031, 1007, 1077, 1013, 736]
2808	[322, 323, 423, 86, 50, 52, 1229, 1230, 1226, 1281, 1289, 61]
2809	[147, 921, 1169, 1233]
2810	[863, 714, 1234, 1124, 1281, 0, 144, 307, 736]
2811	[220, 357, 39, 143]
2812	[180, 396, 267, 172, 867]
2813	[177, 1098, 1177, 1170]
2814	[7, 74, 34, 120, 76, 122]
2815	[520, 739, 12, 736]
2816	[516, 7, 74, 75, 11, 44]
2817	[216, 332, 142, 1487]
2818	[97, 4, 17, 18]
2819	[455, 220, 824, 357, 699, 127, 412]
2820	[490, 529, 479, 1217, 432, 1169, 1170, 1168]
2821	[10, 1282, 47, 1412, 891, 463, 1224, 1456, 1455, 2]
2822	[57, 1180, 130, 131, 12]
2823	[1067, 867, 23, 39, 1080, 680]
2824	[1006, 1014, 863, 1068, 1077, 853, 858, 867, 1, 477, 561, 43]
2825	[180, 851, 868, 420, 12, 1123, 730, 292]
2826	[54, 57, 1006, 1068, 868, 1122, 147, 736]
2827	[180, 144, 24, 307]
2828	[618, 655, 47, 298]
2829	[4, 6, 17, 96, 97]
2830	[96, 568, 620, 199, 101, 262, 741, 1449, 42]
2831	[42, 733, 1067, 1204, 372]
2832	[705, 1007, 177, 179]
2833	[1068, 1086, 1188, 1302, 1304, 1290, 1555, 1556]
2834	[414, 792, 620, 1013, 12]
2835	[52, 2, 143, 152, 373]
2836	[509, 17, 736, 1169, 1170]
2837	[54, 223, 1068, 1075, 86, 147]
2838	[54, 183, 1067, 736]
2839	[38, 57, 543, 32, 202]
2840	[540, 106, 107, 84, 42, 165, 28]
2841	[7, 34, 246, 94]
2842	[145, 624, 627, 265, 215]
2843	[51, 636, 1356, 1464]
2844	[7, 34, 122, 1226]
2845	[216, 147, 542, 1208]
2846	[17, 18, 6, 147]
2847	[122, 7, 246, 50]
2848	[676, 7, 74, 120, 11, 12, 76, 47, 465, 92, 246, 121, 122, 1067, 1080, 34, 44, 69, 477, 184, 249, 302]
2849	[1013, 350, 1288, 333, 706, 283]
2850	[1125, 1126, 1127, 319]
2851	[559, 258, 412, 1572]
2852	[356, 69, 34, 122]
2853	[1, 94, 1287, 1416]
2854	[1128, 1176, 1233, 1352]
2855	[1067, 69, 378, 1282, 47, 216]
2856	[489, 846, 132, 1086]
2857	[0, 144, 736, 304, 129]
2858	[709, 1007, 1129, 241]
2859	[1080, 1124, 736, 1358]
2860	[254, 1098, 1005, 1067, 1281, 1282, 1292, 1202, 1487, 1490, 1489]
2861	[1058, 543, 32, 544, 1192, 1177, 1169, 1170, 1202, 1132, 1137, 37, 213, 33, 38, 736]
2862	[1005, 61, 414, 1170, 1233, 47, 1452, 1489]
2863	[1129, 197, 217, 1013, 1069, 851, 868, 1226, 1349, 730, 1352, 1271, 147, 1, 1499, 1556]
2864	[6, 851, 108, 12]
2865	[520, 736, 176, 1015, 1233]
2866	[98, 166, 130, 167, 952]
2867	[1124, 1233, 1524, 1550]
2868	[373, 85, 52, 50]
2869	[70, 50, 285, 8]
2870	[6, 216, 47, 272, 307, 1290]
2871	[866, 1014, 1080, 1180]
2872	[4, 96, 17, 14]
2873	[143, 145, 624, 627, 265]
2874	[1124, 522, 1451, 1488]
2875	[98, 166, 130, 131, 167, 520]
2876	[528, 197, 823, 1069, 858, 2, 452]
2877	[86, 50, 1352, 463, 52, 208]
2878	[1123, 378, 17, 162]
2879	[1091, 1067, 1069, 1075, 1169]
2880	[74, 11, 76, 121, 122, 109]
2881	[7, 74, 34, 120, 76]
2882	[266, 1123, 1131, 144, 24, 249]
2883	[108, 96, 272, 175, 176]
2884	[1124, 736, 54, 57, 1452, 1487, 6, 1519, 1520, 1546, 1549]
2885	[6, 4, 17, 262]
2886	[1074, 1169, 1176, 1233]
2887	[17, 866, 1006, 1005]
2888	[1124, 204, 736, 1080, 356, 216, 1288, 142, 844, 57, 280, 640, 217, 1475, 1271, 853, 1358, 798, 43, 1489, 1488, 1561, 985]
2889	[4, 96, 17, 18]
2890	[51, 1124, 1177, 1202, 1233, 1, 74, 75, 120, 76]
2891	[54, 292, 984, 1267, 1124, 1347, 1282, 143, 856]
2892	[1075, 309, 204, 1202, 1224, 369, 1281, 1284, 1282, 1239, 1343, 1344, 1345, 1346, 1364, 1412, 1413, 1006, 1450, 1451, 1519, 1520, 1521, 1546, 1547]
2893	[7, 74, 75, 120, 11, 44, 76, 121]
2894	[346, 705, 1007, 1129, 177, 402]
2895	[54, 1073, 47, 736]
2896	[6, 1124, 736, 1068]
2897	[906, 618, 389, 912]
2898	[96, 4, 6, 17]
2899	[51, 1124, 12, 736]
2900	[855, 1005, 1124, 736, 61]
2901	[1006, 1005, 1013, 1014, 1068, 1077, 1067, 1080, 1123, 1131, 1128, 1129, 1175, 1137, 1225, 1224, 1267, 1230, 1234, 1286, 1341, 1351, 1352, 1353, 1354, 1365, 1363, 1364, 1366, 1369, 1402, 1453, 1458, 1450, 1455, 1451, 1464, 1486, 1487, 1551, 1546, 1547, 1553, 1552, 1550, 1556, 1570]
2902	[1124, 736, 1176, 14, 422, 1233, 249]
2903	[707, 325, 17, 87]
2904	[768, 99, 279, 401, 771, 221, 94, 86, 1456, 1412, 47]
2905	[61, 1175, 1225, 1267, 1356, 34]
2906	[216, 158, 17, 4, 96, 18, 493, 776]
2907	[54, 57, 1124, 12, 736, 813, 1128]
2908	[873, 42, 1077, 1067, 1080, 195, 858, 244, 245, 196, 267, 293]
2909	[147, 1069, 1176, 900, 1351, 1170]
2910	[7, 74, 11, 76]
2911	[372, 239, 240, 359, 70]
2912	[142, 1123, 1302, 1450, 1356]
2913	[31, 381, 33, 539]
2914	[74, 76, 477, 94, 968]
2915	[1128, 527, 1202, 1]
2916	[223, 51, 57, 86, 736]
2917	[736, 69, 1356, 52]
2918	[858, 410, 1018, 86]
2919	[69, 1176, 1169, 47]
2920	[123, 432, 66, 1080]
2921	[6, 17, 87, 1074, 1124, 736]
2922	[1135, 197, 1229, 1452]
2923	[1123, 1132, 655, 298]
2924	[98, 166, 130, 131, 167]
2925	[1031, 709, 1124, 736]
2926	[507, 1074, 41, 1169, 1240, 147]
2927	[217, 242, 984, 250, 1175, 1229, 1356]
2928	[787, 520, 1124, 736]
2929	[6, 17, 212, 262]
2930	[47, 1018, 905, 245]
2931	[6, 96, 69, 227, 561]
2932	[50, 52, 366, 1124, 736]
2933	[97, 17, 18, 325, 138]
2934	[143, 863, 210, 1029, 285, 69, 249]
2935	[1124, 1240, 1, 768]
2936	[98, 166, 130, 167]
2937	[7, 74, 34, 76]
2938	[12, 47, 36, 1282]
2939	[1124, 174, 17, 325, 6, 85, 18, 736]
2940	[115, 113, 82, 256]
2941	[64, 47, 86, 736]
2942	[216, 6, 17, 422, 158, 410, 298, 100, 99, 1173, 1169]
2943	[520, 1124, 240, 1098, 1005, 655, 1418]
2944	[983, 17, 1067, 1547]
2945	[1067, 1124, 396, 194, 1359, 24, 1351, 239, 240, 1455, 1491]
2946	[7, 398, 736, 216]
2947	[25, 1132, 1287, 1360, 1292]
2948	[82, 526, 1141, 1074, 343, 115]
2949	[54, 223, 57, 1067]
2950	[1139, 716, 1129, 179]
2951	[99, 866, 851, 12]
2952	[217, 1005, 1124, 736]
2953	[7, 75, 11, 76]
2954	[905, 1014, 210, 69]
2955	[1131, 1124, 1284, 1550]
2956	[1073, 1067, 192, 54, 185, 1233, 1456, 1455, 1451, 1486, 1487]
2957	[144, 362, 7, 172]
2958	[529, 1225, 1124, 1128, 239, 240, 499]
2959	[54, 1080, 982, 1131]
2960	[266, 292, 24, 307]
2961	[38, 1356, 1348, 1366, 1420, 1547]
2962	[180, 192, 0, 307]
2963	[1067, 69, 1240, 1341, 1014, 1356]
2964	[1132, 1069, 1169, 1168, 304, 1287, 1292, 1360, 97, 413, 17, 18]
2965	[265, 57, 201, 1131, 59, 514, 168, 197, 1455]
2966	[4, 17, 18, 6]
2967	[99, 493, 1131, 1134, 1190, 1174, 1175, 1267, 1287, 1289, 197]
2968	[138, 262, 17, 147]
2969	[180, 191, 192, 397]
2970	[375, 1212, 522, 349]
2971	[468, 1169, 1456, 1]
2972	[17, 18, 97, 1169]
2973	[1124, 283, 39, 298]
2974	[1142, 1143, 209, 462, 1144]
2975	[7, 34, 76, 13, 246, 1170, 507]
2976	[638, 639, 1067, 69]
2977	[1067, 1080, 1123, 69, 206]
2978	[1073, 1167, 1173, 1174]
2979	[1031, 655, 100, 775]
2980	[84, 826, 713, 1145]
2981	[313, 175, 97, 6, 1]
2982	[1074, 115, 1169, 453, 82, 1086]
2983	[421, 1290, 1347, 117]
2984	[1147, 736, 50, 1175, 1458, 1456]
2985	[228, 6, 388, 292, 901]
2986	[4, 18, 96, 17]
2987	[1067, 7, 74, 181]
2988	[94, 853, 147, 660]
2989	[6, 777, 736, 97, 1124]
2990	[106, 51, 52, 47, 637]
2991	[180, 191, 192, 24, 307, 266, 396, 397, 855, 867, 1267, 19, 0, 144, 143]
2992	[309, 204, 560, 1192, 237, 561, 227]
2993	[7, 75, 120, 11, 44, 76, 181, 121]
2994	[1146, 302, 184, 1252, 1076, 935, 100, 1171, 1070]
2995	[1068, 203, 25, 1420, 1417, 539, 538]
2996	[54, 292, 1080, 1124, 736, 1007, 43]
2997	[1137, 1169, 1202, 1233]
2998	[47, 307, 285, 236]
2999	[210, 730, 1267, 143, 397]
3000	[849, 453, 1208, 1170, 1233]
3001	[151, 54, 223, 86]
3002	[2, 517, 69, 1351]
3003	[4, 138, 96, 17, 1169, 1170]
3004	[101, 17, 216, 29]
3005	[1149, 709, 744, 1129]
3006	[98, 166, 130, 131, 167]
3007	[57, 85, 236, 558]
3008	[741, 151, 86, 1202, 216, 233, 17, 1341, 99]
3009	[142, 54, 1178, 1123, 1302]
3010	[364, 319, 303, 198]
3011	[180, 173, 100, 193]
3012	[1, 348, 285, 265, 167]
3013	[64, 12, 47, 144]
3014	[2, 1229, 1226, 736, 1412, 1224, 98, 131, 1358, 39]
3015	[1128, 66, 1150, 1169, 1464, 1488]
3016	[4, 96, 6, 17, 18]
3017	[165, 1266, 565, 591, 1316]
3018	[6, 17, 18, 26, 4, 1177, 1170]
3019	[357, 358, 130, 127]
3020	[120, 76, 226, 412]
3021	[1068, 53, 54, 529, 865, 57, 253, 387, 88, 1118, 543, 31, 949, 544, 132, 827, 370, 326, 1073, 86, 213, 381, 147, 738]
3022	[1031, 184, 1128, 100]
3023	[348, 285, 236, 397, 180, 333, 402, 144]
3024	[222, 1095, 1151, 1098, 1169, 1290]
3025	[99, 216, 1031, 54, 17, 1005, 1077, 1086, 1074, 1073, 1067, 1069, 1080, 1075, 1123, 1131, 12, 147, 29, 295, 300]
3026	[1, 2, 1351, 1352, 1456, 214]
3027	[220, 357, 667, 358, 359, 219, 193]
3028	[1124, 1128, 1229, 1356, 1348, 1366]
3029	[17, 1098, 94, 1170, 1233, 1173]
3030	[1069, 1080, 69, 867, 172, 320, 1353, 75, 122]
3031	[117, 145, 736, 86]
3032	[2, 1006, 312, 69, 206, 798]
3033	[6, 18, 54, 1458]
3034	[267, 172, 23, 427]
3035	[216, 536, 148, 272, 311]
3036	[1124, 1128, 1428, 1555]
3037	[12, 226, 47, 92]
3038	[1069, 1080, 1123, 1131, 249, 565, 1271, 414, 94]
3039	[17, 261, 564, 474]
3040	[1152, 719, 17, 18, 147, 144]
3041	[507, 383, 41, 1169]
3042	[34, 7, 74, 75]
3043	[82, 727, 114, 115]
3044	[1132, 1455, 1551, 1553, 1549, 1550]
3045	[7, 74, 34, 76]
3046	[86, 47, 92, 151]
3047	[5, 51, 228, 1077, 1069, 285]
3048	[515, 1006, 1080, 1123, 1124, 69, 62]
3049	[509, 1237, 1233, 1177, 6, 1356]
3050	[241, 1007, 177, 797, 269]
3051	[86, 1098, 57, 1177, 1233, 1282, 639, 85]
3052	[6, 101, 17, 326, 114]
3053	[17, 736, 1169, 99]
3054	[17, 1169, 147, 736]
3055	[51, 210, 50, 7, 34, 76, 69]
3056	[57, 166, 130, 131, 167, 147]
3057	[38, 869, 30, 31, 32, 132, 213, 33, 539]
3058	[99, 97, 17, 18, 147]
3059	[1067, 1069, 1080, 12, 350, 736, 1175, 54, 520, 1239, 1234, 1124, 1413, 1547, 1552]
3060	[529, 253, 1073, 995]
3061	[42, 143, 258, 181]
3062	[213, 381, 417, 543, 31, 1068, 33]
3063	[1, 1169, 735, 59]
3064	[151, 54, 17, 223, 57, 1067, 1069, 1080, 86, 736, 387, 198]
3065	[6, 313, 772, 335, 336]
3066	[7, 74, 34, 11]
3067	[961, 1169, 1233, 865, 102]
3068	[736, 1019, 1124, 1302]
3069	[151, 10, 768, 1124, 86, 6, 57, 147, 1551]
3070	[54, 223, 1067, 39]
3071	[333, 100, 1356, 1366]
3072	[666, 357, 127, 1415]
3073	[4, 96, 12, 477, 94]
3074	[736, 1098, 17, 57, 1176, 1177, 1170, 1124, 147, 51, 1233, 1239, 1343, 1359, 1364, 1412]
3075	[24, 1067, 69, 420]
3076	[1067, 7, 74, 11, 121]
3077	[143, 7, 76, 359, 17]
3078	[54, 223, 57, 1287]
3079	[1124, 1077, 858, 1458, 1356]
3080	[175, 1098, 1, 798, 1267]
3081	[410, 50, 52, 488, 152, 373, 85]
3082	[801, 633, 352, 705, 1069, 1080, 1075, 1123, 1131, 1124, 144, 171, 310, 275, 147]
3083	[151, 54, 223, 57, 86]
3084	[4, 138, 17, 1169]
3085	[1124, 360, 1365, 1366, 1414, 1080, 69]
3086	[1098, 529, 326, 1326, 1012, 1341, 55, 1169, 1490, 1488]
3087	[280, 1006, 853, 285]
3088	[17, 31, 147, 961, 1233, 378, 54, 223, 86]
3089	[255, 24, 394, 546]
3090	[6, 431, 405, 887, 850, 679, 254, 46, 1]
3091	[1006, 1005, 1077, 858, 1123, 12, 39, 1370, 1412, 1415, 667, 1356]
3092	[6, 855, 7, 75, 34, 44, 76, 121, 122, 197, 99, 1366]
3093	[212, 1180, 98, 166, 130]
3094	[17, 88, 18, 101]
3095	[17, 99, 229, 4, 232, 1069, 1123]
3096	[523, 124, 1124, 1128, 1226, 1289, 1487]
3097	[17, 18, 12, 101, 262, 1155, 795, 1170, 40, 97, 138, 231, 232, 113, 1124, 736]
3098	[1123, 736, 1347, 1418]
3099	[67, 792, 12, 736]
3100	[1124, 1173, 1169, 1281]
3101	[1123, 1286, 1302, 1418]
3102	[141, 54, 1077, 853, 43]
3103	[6, 17, 868, 1382]
3104	[309, 6, 204, 499, 145, 1547]
3105	[138, 1080, 1075, 69, 1267]
3106	[7, 74, 75, 34, 120, 11, 44, 76, 121, 122]
3107	[144, 397, 180, 0]
3108	[69, 138, 1067, 1080, 736]
3109	[6, 96, 108, 109, 184, 110, 111, 238, 112, 100]
3110	[1124, 1068, 1177, 1168, 1202, 1239, 1240, 1234, 1290, 1287]
3111	[1159, 543, 1068, 203]
3112	[105, 358, 1178, 142, 70]
3113	[1123, 143, 1281, 736, 1282, 351, 1351]
3114	[348, 285, 236, 151]
3115	[114, 1098, 1177, 1170, 325, 4, 138, 6, 17, 1202, 1188, 1237, 1124, 1280, 57, 1074]
3116	[1080, 1123, 1131, 1128, 197]
3117	[1068, 1132, 203, 25]
3118	[99, 1129, 47, 125, 94]
3119	[1128, 858, 1458, 1451]
3120	[174, 54, 57, 1086, 86]
3121	[738, 1098, 736, 1068, 387]
3122	[6, 12, 147, 737]
3123	[50, 52, 172, 125, 1353]
3124	[17, 51, 868, 12, 42]
3125	[1124, 736, 57, 85]
3126	[34, 17, 6, 18]
3127	[1129, 94, 7, 74, 75, 120, 11, 90, 650, 477, 36, 1428, 1451]
3128	[1068, 203, 25, 543]
3129	[97, 4, 138, 18, 6, 325]
3130	[266, 144, 255, 396, 867, 0]
3131	[794, 2, 69, 732, 57, 205]
3132	[736, 520, 1124, 474]
3133	[260, 546, 390, 435, 653]
3134	[4, 14, 17, 18]
3135	[122, 47, 249, 13, 408]
3136	[1131, 1132, 1137, 40, 1176, 1177, 1169, 1170, 1202]
3137	[736, 54, 866, 853]
3138	[1146, 889, 155, 934]
3139	[12, 47, 108, 109, 184, 110, 307, 111, 1018, 238, 92, 297, 908, 408, 1160, 17]
3140	[396, 397, 144, 109, 111, 564]
3141	[1080, 69, 1098, 1]
3142	[6, 101, 1456, 100]
3143	[57, 179, 54, 223, 422, 705, 1067]
3144	[7, 44, 76, 477, 75, 125]
3145	[177, 241, 96, 17, 26, 138, 52]
3146	[113, 82, 1086, 115]
3147	[848, 533, 3, 366]
3148	[155, 118, 1007, 858, 851, 323, 730, 378, 326]
3149	[7, 74, 75, 76]
3150	[256, 115, 1202, 1233, 1177, 1416]
3151	[96, 6, 1169, 175]
3152	[407, 358, 351, 70]
3153	[97, 6, 151, 10, 54, 17, 387, 198, 827, 18, 86, 147, 1354, 1363, 43, 1412]
3154	[52, 50, 331, 1077]
3155	[1, 1177, 1170, 1499, 1523, 1547]
3156	[69, 72, 1188, 1025]
3157	[216, 101, 12, 29, 298, 100, 118, 54, 636, 198]
3158	[180, 1123, 1131, 0, 7, 144, 120, 121, 221, 397, 8, 1452, 1456]
3159	[1132, 1239, 1234, 1343, 1364, 1413, 1450]
3160	[1129, 1170, 1229, 179, 1234, 1360]
3161	[520, 344, 20, 343, 114, 346, 736, 1310, 1068]
3162	[414, 6, 99, 57, 1005, 1077, 47]
3163	[736, 1124, 99, 197, 249]
3164	[17, 695, 216, 29]
3165	[6, 36, 100, 93, 130]
3166	[840, 358, 176, 374]
3167	[7, 74, 75, 120, 11, 44, 76, 121, 477, 13]
3168	[325, 97, 17, 18]
3169	[1124, 7, 74, 75, 120, 11, 44, 76]
3170	[7, 75, 34, 76]
3171	[158, 736, 147, 325, 6, 138, 17, 18]
3172	[99, 138, 17, 18]
3173	[287, 801, 1164, 555, 153, 919, 998, 1165, 876, 1166, 509, 54, 17, 1091, 846, 1162, 459, 170, 1074, 1073, 1069, 1075, 1131, 635]
3174	[1124, 1128, 1402, 1006, 751]
3175	[98, 166, 131, 189]
3176	[1123, 1020, 1279, 298, 100, 117]
3177	[1067, 1069, 1167, 1131, 1124, 40]
3178	[220, 1239, 1234, 1343, 1351, 1359, 251, 105, 70]
3179	[1169, 72, 1488, 1570]
3180	[1128, 521, 1124, 1290]
3181	[1098, 736, 1172, 241, 450, 436, 564]
3182	[172, 243, 267, 320]
3183	[1170, 1202, 1233, 1]
3184	[1173, 1174, 1124, 1128, 1202, 1233, 17, 18]
3185	[554, 284, 546, 736, 1069, 54]
3186	[7, 74, 75, 120, 11, 44, 76, 121]
3187	[520, 736, 102, 17, 1233, 1234, 147]
3188	[1169, 680, 55, 497, 1069]
3189	[162, 1124, 1137, 249, 221]
3190	[1176, 1169, 1351, 1428]
3191	[17, 1067, 1080, 206, 173]
3192	[479, 17, 1170, 736]
3193	[1170, 1196, 1173, 1233, 49]
3194	[54, 198, 1176, 1169, 387]
3195	[751, 312, 1080, 69]
3196	[85, 1170, 1124, 736]
3197	[1067, 1080, 1230, 1006]
3198	[1098, 1176, 1169, 1177]
3199	[526, 96, 1, 1348, 1491, 1177, 1464]
3200	[175, 745, 730, 1530]
3201	[1098, 1176, 1177, 1169]
3202	[1176, 378, 1098, 1177, 1170, 1202, 1233, 1, 1169, 54, 1456]
3203	[1098, 1169, 1202, 1170, 1233, 1341, 1292]
3204	[736, 1356, 1282, 99, 138]
3205	[732, 1124, 736, 1370]
3206	[1098, 736, 1356, 1351, 1352, 1366, 1282, 1456, 1455]
3207	[97, 6, 138, 18]
3208	[1098, 1167, 1173, 1174, 565]
3209	[6, 1176, 1169, 54, 17, 1240]
3210	[6, 12, 17, 1169]
